*Employee ID,*Start Date,*Segment 1 End Time,*Segment 1 Type,*Segment 1 Start Day Number,*Segment 1 Start Time,*Segment 1 End Day Number,Label,Segment 2 Type,Segment 2 Start Day Number,Segment 2 Start Time,Segment 2 End Day Number,Segment 2 End Time,Segment 3 Type,Segment 3 Start Day Number,Segment 3 Start Time,Segment 3 End Day Number,Segment 3 End Time,Segment 4 Type,Segment 4 Start Day Number,Segment 4 Start Time,Segment 4 End Day Number,Segment 4 End Time,Segment 5 Type,Segment 5 Start Day Number,Segment 5 Start Time,Segment 5 End Day Number,Segment 5 End Time
10099017,22/03/2025,15:30,REGULAR_SEGMENT,1,13:30,1,8,BREAK_SEGMENT,1,15:30,1,16:00,REGULAR_SEGMENT,1,16:00,1,20:00,,,,,,,,,,
10099017,24/03/2025,15:30,REGULAR_SEGMENT,1,13:30,1,8,BREAK_SEGMENT,1,15:30,1,16:00,REGULAR_SEGMENT,1,16:00,1,20:00,,,,,,,,,,
10099017,25/03/2025,15:30,REGULAR_SEGMENT,1,13:30,1,8,BREAK_SEGMENT,1,15:30,1,16:00,REGULAR_SEGMENT,1,16:00,1,20:00,,,,,,,,,,
10099017,26/03/2025,15:30,REGULAR_SEGMENT,1,13:30,1,8,BREAK_SEGMENT,1,15:30,1,16:00,REGULAR_SEGMENT,1,16:00,1,20:00,,,,,,,,,,
10099017,27/03/2025,15:30,REGULAR_SEGMENT,1,13:30,1,8,BREAK_SEGMENT,1,15:30,1,16:00,REGULAR_SEGMENT,1,16:00,1,20:00,,,,,,,,,,
10099017,28/03/2025,15:30,REGULAR_SEGMENT,1,13:30,1,8,BREAK_SEGMENT,1,15:30,1,16:00,REGULAR_SEGMENT,1,16:00,1,20:00,,,,,,,,,,
10099017,29/03/2025,15:30,REGULAR_SEGMENT,1,11:00,1,9,BREAK_SEGMENT,1,15:30,1,16:00,REGULAR_SEGMENT,1,16:00,1,20:00,,,,,,,,,,
10099017,31/03/2025,17:00,REGULAR_SEGMENT,1,13:00,1,4,,,,,,,,,,,,,,,,,,,,
10099017,31/03/2025,20:00,REGULAR_SEGMENT,1,16:00,1,4,,,,,,,,,,,,,,,,,,,,
10099017,12/04/2025,22:00,REGULAR_SEGMENT,1,13:00,1,9,,,,,,,,,,,,,,,,,,,,
10099017,13/04/2025,22:00,REGULAR_SEGMENT,1,13:00,1,9,,,,,,,,,,,,,,,,,,,,
10099017,19/04/2025,21:00,REGULAR_SEGMENT,1,11:00,1,10,,,,,,,,,,,,,,,,,,,,
10099017,20/04/2025,21:00,REGULAR_SEGMENT,1,11:00,1,10,,,,,,,,,,,,,,,,,,,,
10099017,17/03/2025,15:30,REGULAR_SEGMENT,1,13:30,1,8,BREAK_SEGMENT,1,15:30,1,16:00,REGULAR_SEGMENT,1,16:00,1,20:00,,,,,,,,,,
10099017,18/03/2025,15:30,REGULAR_SEGMENT,1,13:30,1,8,BREAK_SEGMENT,1,15:30,1,16:00,REGULAR_SEGMENT,1,16:00,1,20:00,,,,,,,,,,
10099017,19/03/2025,15:30,REGULAR_SEGMENT,1,13:30,1,8,BREAK_SEGMENT,1,15:30,1,16:00,REGULAR_SEGMENT,1,16:00,1,20:00,,,,,,,,,,
10099017,20/03/2025,15:30,REGULAR_SEGMENT,1,13:30,1,8,BREAK_SEGMENT,1,15:30,1,16:00,REGULAR_SEGMENT,1,16:00,1,20:00,,,,,,,,,,
10099017,21/03/2025,15:30,REGULAR_SEGMENT,1,13:30,1,8,BREAK_SEGMENT,1,15:30,1,16:00,REGULAR_SEGMENT,1,16:00,1,20:00,,,,,,,,,,
10099017,22/03/2025,15:30,REGULAR_SEGMENT,1,13:30,1,8,BREAK_SEGMENT,1,15:30,1,16:00,REGULAR_SEGMENT,1,16:00,1,20:00,,,,,,,,,,
10099017,24/03/2025,15:30,REGULAR_SEGMENT,1,13:30,1,8,BREAK_SEGMENT,1,15:30,1,16:00,REGULAR_SEGMENT,1,16:00,1,20:00,,,,,,,,,,
10099017,25/03/2025,15:30,REGULAR_SEGMENT,1,13:30,1,8,BREAK_SEGMENT,1,15:30,1,16:00,REGULAR_SEGMENT,1,16:00,1,20:00,,,,,,,,,,
10099017,26/03/2025,15:30,REGULAR_SEGMENT,1,13:30,1,8,BREAK_SEGMENT,1,15:30,1,16:00,REGULAR_SEGMENT,1,16:00,1,20:00,,,,,,,,,,
10099017,27/03/2025,15:30,REGULAR_SEGMENT,1,13:30,1,8,BREAK_SEGMENT,1,15:30,1,16:00,REGULAR_SEGMENT,1,16:00,1,20:00,,,,,,,,,,
10099017,28/03/2025,15:30,REGULAR_SEGMENT,1,13:30,1,8,BREAK_SEGMENT,1,15:30,1,16:00,REGULAR_SEGMENT,1,16:00,1,20:00,,,,,,,,,,
10099017,29/03/2025,15:30,REGULAR_SEGMENT,1,11:00,1,9,BREAK_SEGMENT,1,15:30,1,16:00,REGULAR_SEGMENT,1,16:00,1,20:00,,,,,,,,,,
10099017,30/03/2025,15:30,REGULAR_SEGMENT,1,11:00,1,9,BREAK_SEGMENT,1,15:30,1,16:00,REGULAR_SEGMENT,1,16:00,1,20:00,,,,,,,,,,
